Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
10-September-2025,973.80,974.35,961.75,966.05,966.259197266835512774,522764,16908,505125523.00,,,12.60,-7.75
9-September-2025,971.00,974.50,963.50,964.90,968.132603140803832845,375700,7168,363727419.00,304088,80.94,11.00,-6.10
8-September-2025,968.90,973.35,960.50,965.75,966.564122449407350737,286257,9558,276685746.00,108965,38.07,12.85,-3.15
5-September-2025,967.00,967.00,954.10,962.90,959.670000523642456930,133679,6178,128287726.00,54607,40.85,12.90,-4.10
4-September-2025,961.90,965.80,956.25,961.20,961.321148722223139876,787031,25340,756589545.00,,,9.55,-0.70
3-September-2025,947.25,956.30,940.00,953.80,947.672606762789947383,421542,17712,399483806.00,230676,54.72,16.30,6.55
2-September-2025,950.50,954.00,943.85,944.40,950.170015258747741132,384042,16039,364905193.00,244669,63.71,10.15,-6.10
1-September-2025,951.45,957.35,946.50,950.70,950.967361585782638414,269192,9722,255992806.00,129466,48.09,10.85,-0.75
29-August-2025,955.95,963.45,950.00,951.45,955.741518961539530617,539645,23480,515761132.00,316196,58.59,13.45,-4.50
28-August-2025,972.95,972.95,955.00,958.00,961.995999566188323564,405706,17122,390287549.00,222459,54.83,17.95,-14.95
26-August-2025,982.20,986.30,968.00,973.05,973.059455503433086834,1467484,48902,1427949182.00,328925,22.41,18.30,-9.15
25-August-2025,1961.95,1977.55,1957.70,1964.50,1968.316390463152878294,428066,23435,842569324.00,211712,49.46,19.85,2.55
22-August-2025,1993.10,1994.35,1957.60,1964.75,1968.440720021449768006,220049,10893,433153412.00,108382,49.25,36.75,-28.35
21-August-2025,1997.80,1997.80,1983.40,1990.20,1990.160852328693696986,287307,7367,571787144.00,125197,43.58,14.40,-7.60
20-August-2025,1986.00,1992.40,1979.50,1988.00,1984.896825172940155027,319041,19240,633263468.00,233594,73.22,12.90,2.00
19-August-2025,1998.00,2005.85,1987.05,1991.25,1992.991589838814278646,1014606,23079,2022101225.00,171384,16.89,18.80,-6.75
18-August-2025,2005.60,2025.85,1995.45,2003.65,2007.853298586622281152,283576,14195,569379007.00,175964,62.05,30.40,-1.95
14-August-2025,1989.70,1996.65,1971.70,1991.40,1991.503523277117489547,170296,6496,339145084.00,115996,68.11,24.95,1.70
13-August-2025,1980.05,1987.95,1969.00,1979.35,1974.322747209394073008,1034184,9420,2041812996.00,240281,23.23,18.95,-0.70
12-August-2025,1990.35,1996.00,1967.65,1969.95,1977.300355918797785394,288268,12134,569992419.00,93753,32.52,28.35,-20.40
11-August-2025,1973.25,1998.35,1973.25,1996.00,1985.484291481460642547,284368,14361,564608197.00,193075,67.90,25.10,22.75
