Date,Open Price,High Price,Low Price,Close Price,WAP,No.of Shares,No. of Trades,Total Turnover (Rs.),Deliverable Quantity,% Deli. Qty to Traded Qty,Spread High-Low,Spread Close-Open
22-April-2025,821.20,835.40,813.80,822.45,827.429411693769633823,663396,14861,548913362.00,315450,47.55,21.60,1.25
21-April-2025,803.00,824.25,801.60,816.60,818.065090572827434928,697505,16037,570604491.00,351045,50.33,22.65,13.60
17-April-2025,771.10,801.00,767.25,797.10,784.264914522740687392,738676,15814,579317670.00,361209,48.90,33.75,26.00
16-April-2025,764.00,774.55,760.40,771.75,767.042747282887477728,477621,14470,366355724.00,353304,73.97,14.15,7.75
15-April-2025,768.05,770.60,757.65,763.30,765.531359548899158376,763643,22751,584592664.00,553389,72.47,12.95,-4.75
11-April-2025,759.95,759.95,746.15,754.05,750.534466870732598943,593599,9858,445516509.00,369231,62.20,13.80,-5.90
9-April-2025,768.80,769.00,740.75,742.05,753.689663430697515288,467660,12324,352470508.00,187018,39.99,28.25,-26.75
8-April-2025,757.00,774.10,757.00,768.40,766.953476762831941351,490787,12433,376410796.00,154322,31.44,17.10,11.40
7-April-2025,732.30,752.95,730.95,746.75,741.641140246324990067,775236,28817,574946911.00,331205,42.72,22.00,14.45
4-April-2025,779.20,782.25,765.00,767.80,774.722098771724173079,392420,14099,304016446.00,180891,46.10,17.25,-11.40
3-April-2025,770.00,784.85,770.00,779.20,778.770434917260844776,284146,10482,221284504.00,141331,49.74,14.85,9.20
2-April-2025,772.00,776.80,764.30,775.85,771.820287629257964229,134131,4407,103525027.00,44644,33.28,12.50,3.85
1-April-2025,767.95,782.50,763.05,771.50,773.400107308306360852,458492,16542,354597762.00,173209,37.78,19.45,3.55
28-March-2025,770.70,778.45,768.00,771.60,773.478370862987593824,514260,14045,397768987.00,241227,46.91,10.45,0.90
27-March-2025,762.70,775.00,760.75,772.40,769.441486954589960259,243074,8314,187031220.00,107952,44.41,14.25,9.70
